REG_ANS;CNPJ;Razao_Social
421804;2,9628E+13;PREVER ADMINISTRADORA DE BENEFÍCIOS LTDA
374440;5,62699E+13;PREVIDENT ASSISTÊNCIA ODONTOLÓGICA S.A
403636;3,07324E+12;PREVINA ODONTOLOGIA LTDA
418307;1,39513E+13;PREVISÃO ADMINISTRADORA DE BENEFÍCIOS LTDA.
416525;8,78778E+12;PRIMA VIDA ODONTOLOGIA DE GRUPO LIMITADA
424617;5,92741E+13;PRIME PLANOS DE SAUDE LTDA
424161;4,91687E+13;PRO-SAUDE JARINU ASSISTENCIA MEDICA SUPLEMENTAR LTDA.
310522;2,75292E+12;PROASA SAÚDE
424251;5,62111E+13;PROLIFE ADMINISTRADORA  DE SAUDE LTDA
326861;1,52149E+13;PROMÉDICA - PROTEÇÃO MEDICA A EMPRESAS S.A.
417475;5,16284E+13;PRONTO SOCORRO CONDE DE MOREIRA LIMA
305626;2,26663E+13;PRONTOCLINICA E HOSPITAIS SAO LUCAS S/A
301728;2,01686E+13;PRONTOMED PLANOS DE SAÚDE LTDA
421383;2,98464E+13;PROPULSÃO PLANOS ODONTOLÓGICOS LTDA
422533;3,53653E+13;PROVER ODONTOLOGIA LTDA
423998;5,40252E+13;PROVIDENCE ADMINISTRADORA DE BENEFICIOS LTDA
422193;3,51486E+13;PRUDENTE ADMINISTRADORA DE BENEFICIOS LTDA
424641;6,01806E+13;PRÓ-SAÚDE ADMINISTRADORA  DE BENEFICIOS LTDA
422703;3,25432E+13;PS ASSISTENCIA LTDA
420999;2,73235E+13;QUALI ADMINISTRADORA DE BENEFÍCIOS S/A
417173;7,6581E+12;QUALICORP ADMINISTRADORA DE BENEFÍCIOS S.A.
419290;1,76984E+13;QUALICORP CLUBE DE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA.
417131;1,04567E+13;QUALIDONTO - QUALIDADE EM ODONTOLOGIA LTDA 
421243;2,84009E+13;QUALITY GOLD SAÚDE ADMINISTRADORA DE PLANOS DE SAÚDE LTDA-ME
418170;9,4338E+12;QUALLITY PRÓ SAÚDE PLANO DE ASSISTÊNCIA MÉDICA LTDA.
419389;1,96795E+13;QV BENEFÍCIOS EM SAÚDE LTDA
420271;2,52052E+13;R.M.I. OPERADORA DE SAÚDE INTEGRADA LTDA
418196;1,3786E+13;RAMED ADMINISTRADORA DE BENEFICIOS LTDA.
418862;6,87379E+13;RBS PARTICIPAÇÕES S/A
331317;3,42698E+13;REAL GRANDEZA - FUNDAÇÃO DE PREVIDÊNCIA E ASSISTÊNCIA SOCIAL
423513;4,21152E+13;REAL GRANDEZA SAÚDE
418692;1,37469E+13;RESOLVE ADMINISTRADORA DE BENEFÍCIOS LTDA
422878;3,98707E+13;RG SAÚDE ADMINISTRADORA DE BENEFICIOS LTDA
417149;3,52468E+12;RIBERDENTE SERVIÇOS ODONTOLÓGICOS S/S LTDA
421359;2,99108E+13;RIO DOCE SAÚDE
415243;7,15425E+12;RODRIGUES LEIRA ODONTOLOGIA LTDA.
415821;6,79894E+13;ROPE ODONTOLOGIA ESPECIALIZADA S/S LTDA.
324493;6,92594E+13;S.P.A SAUDE- SISTEMA DE PROMOÇÃO ASSISTENCIAL
420981;2,71131E+13;S1 OPERADORA DE PLANO DE SAÚDE LTDA
418439;1,44529E+13;SAFE LIFE ADMINISTRADORA DE BENEFÍCIOS LTDA
423815;5,12128E+13;SAGRADA SAÚDE ASSISTÊNCIA MÉDICA LTDA
419567;1,96638E+13;SALUPLAN ADMINISTRADORA DE BENEFÍCIOS LTDA
422746;4,00388E+13;SALUSMED OPERADORA DE PLANOS DE SAUDE LTDA
422860;4,1398E+13;SALUTY ADMINISTRADORA DE BENEFICIOS LTDA
424421;5,83246E+13;SALVE SAÚDE ADMINISTRADORA DE BENEFÍCIOS LTDA
415901;4,13699E+13;SAME-SERVIÇO DE ASSISTÊNCIA MÉDICA EMPRESARIAL LTDA.
335614;3,14669E+13;SAMEDIL SERVIÇOS DE ATENDIMENTO MÉDICO S/A
367095;8,45371E+13;SAMEL PLANO DE SAÚDE LTDA
422398;3,65677E+13;SAMI ASSISTÊNCIA MÉDICA LTDA
340162;4,24256E+13;SAMIG - SERV. DE ASSISTENCIA MEDICA DA ILHA DO GOVERNADOR LTDA
343676;3,37212E+13;SAMOC S.A. - SOCIEDADE ASSISTENCIAL MÉDICA E ODONTO CIRÚRGICA
342033;2,40328E+12;SAMP ESPIRITO SANTO ASSISTENCIA MEDICA SA
408522;2,47291E+13;SANTA CASA DA MISERICÓRDIA DE SÃO JOÃO DEL REI
421197;8,22595E+12;SANTA CASA DE MAUÁ SAÚDE
345091;5,98492E+13;SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA
353264;5,99015E+13;SANTA CASA DE MISERICORDIA HOSPITAL SÃO VICENTE
342807;2,15757E+13;SANTA CASA DE MISERICÓRDIA DE JUIZ DE FORA
306045;7,25476E+13;SANTA CASA DE MISERICÓRDIA DE TUPÃ
330116;7,29578E+13;SANTA CASA DE MISERICÓRDIA DE VOTUPORANGA
344915;4,4946E+13;SANTA CASA DE MISERICÓRDIA E ASILO DOS POBRES DE BATATAIS
422762;5,59905E+13;SANTA CASA DE MISERICÓRDIA E BENEFICÊNCIA PORTUGUESA
420085;2,30539E+13;SANTA CASA DE SAÚDE - SCS
424404;5,72197E+13;SANTA CRUZ SAÚDE - GESTÃO EM PLANOS DE SAÚDE LTDA
355097;4,32936E+13;SANTA HELENA ASSISTÊNCIA MÉDICA S/A.
400190;2,28284E+12;SANTO ANDRÉ PLANOS DE ASSISTENCIA MÉDICA LTDA.
405582;2,33307E+12;SANTOS VIP ASSISTÊNCIA ODONTOLÓGICA LTDA
421758;3,2207E+13;SANUS ADMINISTRADORA DE BENEFÍCIOS LTDA
424633;6,22712E+13;SAUDE FACIL PLANOS DE SAUDE LTDA
423106;4,00373E+13;SAUDE INTEGRAL ASSISTENCIA MEDICA LTDA
409243;3,42493E+12;SAUDE PAS - MEDICINA E ODONTO
424463;5,94525E+13;SAUDE SALV ASSISTENCIA MEDICA LTDA
424145;5,46988E+13;SAUDE VIVA ADMINISTRADORA DE BENEFICIOS LTDA
423645;4,94815E+13;SAUDIA ASSISTENCIA MÉDICA LTDA
421154;2,86334E+13;SAÚDE BRASIL ASSISTÊNCIA MÉDICA LTDA.
414310;4,85981E+12;SAÚDE BRB - CAIXA DE ASSISTÊNCIA 
423394;2,11644E+13;SAÚDE PLENA ADMINISTRADORA DE BENEFÍCIOS LTDA
414930;5,02906E+12;SAÚDE SANTA TEREZA LTDA.
412058;3,97759E+12;SBC SAÚDE LTDA.
421634;2,89538E+13;SD-M OPERADORA DE PLANOS DE SAUDE LTDA
358053;3,70354E+13;SELECT OPERADORA DE PLANO DE SAUDE LTDA
414654;4,22224E+12;SEMPRE ODONTO PLANOS ODONTOLOGICOS LTDA
407224;3,21936E+12;SEPACO SAÚDE LTDA
303739;6,49241E+13;SERMED-SAÚDE LTDA.
424188;5,05653E+13;SERV  SOCIAL AUTÔNOMO DE ASSIST À SAÚDE DOS SERV PÚBLICOS E MILITARES DE GOIÁS
414701;5,77498E+12;SERVDONTO - PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA
417602;1,04959E+13;SERVIX ADMINISTRADORA DE BENEFÍCIOS LTDA
324710;2,42248E+12;SERVIÇO DE ASSISTÊNCIA ODONTOLÓGICA SOCIAL LTDA.
345474;3,36831E+13;SERVIÇO FEDERAL DE PROCESSAMENTO DE DADOS (SERPRO)
420077;6,09614E+13;SERVIÇO SOCIAL DA INDÚSTRIA DO PAPEL, PAPELÃO E CORTIÇA DO ESTADO DE SÃO PAULO - SEPACO
424595;6,0646E+13;SF SAÚDE ASSISTÊNCIA MÉDICA LTDA 
423874;5,01569E+13;SF SAÚDE ODONTOMAIS ASSISTÊNCIA ODONTOLÓGICA LTDA
422371;2,7534E+12;SF SISTEMAS DE SAÚDE LTDA
356476;7,98316E+13;SIM - CAIXA DE ASSISTÊNCIA À SAÚDE
361011;3,6577E+12;SINDIFISCO NACIONAL - SINDICATO NACIONAL DOS AUDITORES-FISCAIS DA RECEITA FEDERAL DO BRASIL
344095;1,94279E+12;SISDENTE - SISTEMA INTEGRADO DE SAÚDE DENTAL LTDA.
423556;4,51828E+13;SISO PLANO ODONTOLOGICO LTDA
418790;1,14854E+13;SISTEMA 1 SERVIÇOS DE ASSISTÊNCIA À SAÚDE SUPLEMENTAR
403865;2,6352E+12;SISTEMA INTEGRADO DE SAUDE ORAL LTDA-EPP
333239;1,67201E+12;SISTEMA PREVSAUDE DENTAL LTDA
402001;5,34546E+13;SISTEMA TOTAL DE SAÚDE LTDA.
352586;2,85202E+12;SISTEMAS E PLANOS DE SAÚDE LTDA.
402095;6,44977E+11;SITO - SISTEMA INTEGRADO DE TRATAMENTO ODONTOLÓGICO LTDA
420051;1,90319E+13;SMART CARE SISTEMAS MÉDICOS E ODONTOLÓGICOS LTDA.
423947;5,00688E+13;SMILES ODONTO LTDA.
326500;5,07391E+13;SOBAM CENTRO MÉDICO HOSPITALAR S.A.
415898;8,05682E+12;SOCIEDADE BENECAP DE ASSISTÊNCIA À SAÚDE
413721;1,66088E+13;SOCIEDADE BENEFICENTE DEZOITO DE JULHO
411809;3,62739E+12;SOCIEDADE DE ASSISTÊNCIA MÉDICA - SAMEISA
413941;4,06781E+12;SOCIEDADE DE ASSISTÊNCIA ODONTOLOGICA DE GRUPO/RN - DENTAL MED CENTER/RN
413372;9,22191E+13;SOCIEDADE PORTUGUESA DE BENEFICÊNCIA
416410;9,74038E+13;SOCIODONTO PLANO DE ASSISTÊNCIA ODONTOLÓGICA LTDA
423068;4,25249E+13;SOLIDUS ADMINISTRADORA DE BENEFICIOS E SOLUCOES EM SAUDE LTDA
415871;7,38628E+13;SOLIMEO ASSISTÊNCIA ODONTOLÓGICA LTDA.
422291;2,53084E+13;SOLUTIONS ADMINISTRADORA DE BENEFICIOS LTDA
424153;5,46566E+13;SOMA ADMINISTRADORA DE BENEFICIOS LTDA 
403245;8,94553E+13;SOPREVI SERVIÇO ODONTOLÓGICO PREVENTIVO INTEGRADO LTDA
419524;1,93041E+13;SORRIDEN CONVÊNIOS ODONTOLÓGICOS S.A.
421472;2,88621E+13;SORRISO STUDIO PLANO DE SAUDE LTDA
6246;1,68505E+12;SUL AMERICA COMPANHIA DE SEGURO SAÚDE
417815;1,19731E+13;SUL AMÉRICA ODONTOLÓGICO S/A
416428;2,8666E+12;SUL AMÉRICA PARANÁ CLÍNICAS SERVIÇOS DE SAÚDE S.A.
423718;4,97927E+13;SUL DO PARÁ LTDA
338346;9,07479E+13;SULMED - ASSISTÊNCIA MÉDICA LTDA
421405;3,04894E+13;SUPERMED ADMINISTRADORA DE BENEFÍCIOS LTDA.
424498;5,95452E+13;SUPORTE ADMINISTRADORA DE BENEFICIOS LTDA
412252;4,00222E+12;SV SAUDE ADMINSTRADORES DE PLANO DE SAUDE LTDA
319180;6,36975E+11;SÃO DOMINGOS SAÚDE- ASSISTÊNCIA MÉDICA  LTDA
403962;3,09823E+12;SÃO FRANCISCO ASSISTÊNCIA MÉDICA LTDA
344362;9,65097E+13;SÃO LUCAS SAÚDE S/A
421740;3,09517E+13;TECBEN ADMINISTRADORA DE BENEFICIOS LTDA.
316849;4,24653E+13;TELOS - FUNDAÇÃO EMBRATEL DE SEGURIDADE SOCIAL
422771;4,14325E+13;TEMPO MED PLANO DE SAUDE LTDA
412759;3,77315E+12;TERRAMAR ADMINISTRADORA DE PLANO DE SAUDE LTDA
416193;7,89801E+12;TOP DOCTOR'S ODONTOLOGIA LTDA
417114;1,03609E+13;TOPDONTO OPERADORA DE PLANO ODONTOLÓGICO LTDA
423548;4,30797E+13;TOTAL ASSISTÊNCIA MÉDICA HOSPITALAR LTDA
423017;4,22095E+13;TOTAL SAUDE  ADMINISTRADORA DE BENEFICIOS EIRELI
422827;3,70203E+13;TRINO - ALIANCA FILANTRÓPICA DE ASSISTÊNCIA E INTEGRAÇÃO PARA O DESENVOLVIMENTO DA SAUDE
418528;1,51561E+13;UNIBEN ADMINISTRADORA DE BENEFÍCIOS LTDA
424501;5,85542E+13;UNIC ASSISTENCIA MEDICA LTDA
420107;2,42774E+13;UNICONSULT - ADMINISTRADORA DE BENEFICIOS E SERVICOS LTDA
423041;4,275E+13;UNICOR ADMINISTRADORA DE BENEFICIOS LTDA
401072;2,88945E+12;UNIDENTAL- COOPERATIVA UNIÃO DOS DENTISTAS DO ESTADO DO CEARÁ
413429;4,22299E+12;UNIDENTIS ASSISTENCIA ODONTOLOGICA LTDA.
404942;7,17142E+11;UNIFICAÇÃO DOS DENTISTAS DE ITUVERAVA LTDA
385255;1,4452E+12;UNIHOSP SAÚDE LTDA
306398;8,73004E+13;UNIMED - COOPERATIVA DE SERVIÇOS DE SAÚDE DOS VALES DO TAQUARI E RIO PARDO LTDA.
354996;4,29461E+13;UNIMED ALFENAS COOPERATIVA DE TRABALHO MEDICO
324159;5,72149E+13;UNIMED ALTA MOGIANA COOPERATIVA DE TRABALHO MÉDICO
343684;8,87323E+13;UNIMED ALTO DA SERRA - SOCIEDADE COOPERATIVA DE SERVIÇO MÉDICO LTDA.
352519;7,22342E+13;UNIMED ALTO JACUÍ/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA
341819;7,63923E+11;UNIMED ALTO PARANAIBA COOPERATIVA DE TRABALHO MEDICO
348261;4,28894E+13;UNIMED ALTO SÃO FRANCISCO COOPERATIVA DE TRABALHO MÉDICO
372561;3,81694E+11;UNIMED ALTO VALE - COOPERATIVA DE TRABALHO MÉDICO
345598;6,54223E+13;UNIMED AMPARO COOPERATIVA DE TRABALHO MÉDICO
348082;5,40124E+13;UNIMED ANHANGUERA COOPERATIVA DE TRABALHO MÉDICO
312347;2,66292E+13;UNIMED ANÁPOLIS COOPERATIVA DE TRABALHO MÉDICO.
358096;8,10645E+13;UNIMED APUCARANA COOPERATIVA DE TRABALHO MÉDICO
354325;2,09093E+13;UNIMED ARAGUARI COOPERATIVA DE TRABALHO MÉDICO 
335215;1,11826E+11;UNIMED ARARUAMA COOPERATIVA DE TRABALHO MÉDICO LTDA
331651;2,59104E+13;UNIMED ARAXÁ COOPERATIVA DE TRABALHO MÉDICO LTDA.
309087;2,58109E+13;UNIMED BARBACENA - COOPERATIVA DE TRABALHO MÉDICO LTDA
304468;3,74369E+13;UNIMED BARRA DO GARÇAS - COOPERATIVA DE TRABALHO MÉDICO
343889;1,65132E+13;UNIMED BELO HORIZONTE COOPERATIVA DE TRABALHO MÉDICO
303976;4,20137E+12;UNIMED BELÉM COOPERATIVA DE TRABALHO MÉDICO
334561;8,26248E+13;UNIMED BLUMENAU - COOPERATIVA DE TRABALHO MEDICO
323357;2,76267E+13;UNIMED CABO FRIO COOPERATIVA TRABALHO MÉDICO LTDA.
350346;1,14392E+12;UNIMED CACERES COOPERATIVA DE TRABALHO MÉDICO 
344141;2,31417E+12;UNIMED CAJAZEIRAS - SOCIEDADE COOPERATIVA DE TRABALHO MÉDICO
343765;3,42481E+11;UNIMED CALDAS NOVAS - COOPERATIVA DE TRABALHO MEDICO
367397;8,70747E+12;UNIMED CAMPINA GRANDE - COOPERATIVA DE TRABALHO MEDICO LTDA
335690;4,61246E+13;UNIMED CAMPINAS - COOPERATIVA DE TRABALHO MÉDICO
367613;4,29392E+13;UNIMED CAMPO BELO- COOPERATIVA DE TRABALHO MÉDICO
312851;3,31592E+12;UNIMED CAMPO GRANDE MS COOPERATIVA DE TRABALHO MÉDICO
347736;2,63686E+13;UNIMED CARATINGA - COOPERATIVA DE TRABALHO MÉDICO LTDA
340952;2,44492E+13;UNIMED CARUARU-COOPERATIVA DE TRABALHO MEDICO
315648;6,43271E+13;UNIMED CATAGUASES COOPERATIVA DE TRABALHO MÉDICO LTDA
346951;1,5699E+12;UNIMED CAÇADOR COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO DO CONTESTADO
357138;1,60838E+12;UNIMED CENTRO OESTE PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS
414573;3,23012E+12;UNIMED CENTRO PAULISTA - FEDERAÇÃO INTRAFEDERATIVA DAS COOPERATIVAS MÉDICAS
347507;6,97509E+11;UNIMED CENTRO RONDÔNIA COOPERATIVA DE TRABALHO MÉDICO
320897;3,92108E+13;UNIMED CENTRO SUL FLUMINENSE COOPERATIVA DE TRABALHO MÉDICO
354295;8,52833E+13;UNIMED CHAPECÓ - COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO OESTE CATARINENSE
345709;2,18395E+13;UNIMED CONSELHEIRO LAFAIETE COOPERATIVA DE TRABALHO MÉDICO LTDA
324345;9,73885E+13;UNIMED COSTA DO DESCOBRIMENTO COOPERATIVA DE TRABALHO MÉDICO
371106;7,89314E+13;UNIMED COSTA OESTE - COOPERATIVA DE TRABALHO MÉDICO
311146;3,6541E+13;UNIMED COSTA VERDE RJ
342084;3,53373E+12;UNIMED CUIABA COOPERATIVA DE TRABALHO MÉDICO
304701;7,50558E+13;UNIMED CURITIBA - SOCIEDADE COOPERATIVA DE MÉDICOS
330108;2,61895E+13;UNIMED CURVELO COOPERATIVA DE TRABALHO MÉDICO LTDA.
311944;2,62338E+11;UNIMED DE ADAMANTINA-COOPERATIVA DE TRABALHO MÉDICO
303844;2,68785E+12;UNIMED DE ANDRADINA - COOPERATIVA DE TRABALHO MÉDICO
369411;5,10932E+13;UNIMED DE ARACATUBA - COOPERATIVA DE TRABALHO MÉDICO
364312;4,52724E+13;UNIMED DE ARARAQUARA - COOP. DE TRAB. MÉDICO
300713;5,49912E+13;UNIMED DE ASSIS COOPERATIVA DE TRABALHO MÉDICO
304123;5,0368E+13;UNIMED DE AVARÉ COOPERATIVA DE TRABALHO MÉDICO
330264;2,92902E+13;UNIMED DE BARRA MANSA SOC. COOP. SERV.MED.E HOSPIT.
347108;7,19255E+13;UNIMED DE BARRETOS COOPERATIVA DE TRABALHO MÉDICO
313149;5,26571E+13;UNIMED DE BATATAIS - COOPERATIVA DE TRABALHO MÉDICO
369659;4,4456E+13;UNIMED DE BAURU COOPERATIVA DE TRABALHO MÉDICO
331341;6,06334E+13;UNIMED DE BEBEDOURO COOPERATIVA DE TRABALHO MÉDICO
345776;6,57328E+13;UNIMED DE BIRIGUI - COOPERATIVA DE TRABALHO MÉDICO
304883;4,54259E+13;UNIMED DE BOTUCATU COOPERATIVA DE TRABALHO MÉDICO
348244;1,55427E+12;UNIMED DE BRUSQUE COOPERATIVA DE TRABALHO MÉDICO
352683;4,02942E+13;UNIMED DE CAMPOS COOPERATIVA DE TRABALHO MÉDICO
366340;5,94993E+13;UNIMED DE CAPIVARI -COOPERATIVA DE TRABALHO MÉDICO
370070;8,117E+13;UNIMED DE CASCAVEL COOPERATIVA DE TRABALHO MÉDICO
324566;1,19366E+12;UNIMED DE CATALÃO COOPERATIVA DE TRABALHO MÉDICO
351407;4,51184E+13;UNIMED DE CATANDUVA - COOPERATIVA DE TRABALHO MÉDICO
334154;4,87214E+13;UNIMED DE CAÇAPAVA - COOPERATIVA DE TRABALHO MEDICO
354627;8,17331E+13;UNIMED DE CIANORTE - COOPERATIVA DE TRABALHO MEDICO 
344788;2,01862E+12;UNIMED DE CORUMBA COOPERATIVA DE TRABALHO MÉDICO
329339;8,29967E+13;UNIMED DE CRICIÚMA COOPERATIVA DE TRABALHO MÉDICO DA REGIÃO CARBONÍFERA
333662;1,5396E+13;UNIMED DE DOURADOS COOPERATIVA DE TRABALHO MÉDICO LTDA
314781;6,82045E+13;UNIMED DE DRACENA - COOPERATIVA DE TRABALHO MÉDICO
317144;5,86828E+12;UNIMED DE FORTALEZA SOCIEDADE COOPERATIVA MÉDICA LTDA.
355577;4,52071E+13;UNIMED DE GUARATINGUETA-COOPERATIVA DE TRABALHO MÉDICO
333051;7,44661E+13;UNIMED DE GUARULHOS COOPERATIVA DE TRABALHO MÉDICO
365238;4,9487E+11;UNIMED DE IBITINGA COOPERATIVA DE TRABALHO MÉDICO
329886;7,2784E+13;UNIMED DE JABOTICABAL COOP. DE TRABALHO MÉDICO
334847;3,76528E+13;UNIMED DE JATAÍ COOPERATIVA DE TRABALHO MÉDICO LTDA.
321273;8,26023E+13;UNIMED DE JOINVILLE COOPERATIVA DE TRABALHO MÉDICO
325031;6,74175E+13;UNIMED DE LENÇOIS PAULISTA - COOPERATIVA DE TRABALHO MÉDICO
301574;5,0481E+13;UNIMED DE LIMEIRA COOPERATIVA DE TRABALHO MÉDICO
354279;7,16957E+13;UNIMED DE LINS - COOPERATIVA DE TRABALHOS MÉDICOS
343269;7,52222E+13;UNIMED DE LONDRINA COOPERATIVA DE TRABALHO MÉDICO
385620;4,87175E+13;UNIMED DE LORENA COOPERATIVA DE TRABALHO MÉDICO
302953;3,58309E+13;UNIMED DE MACAÉ COOPERATIVA DE ASSISTÊNCIA À SAÚDE
311961;4,61299E+12;UNIMED DE MANAUS COOP. DO TRABALHO MÉDICO LTDA
336106;6,68729E+13;UNIMED DE MARILIA COOPERATIVA DE TRABALHO MÉDICO
357715;3,78983E+13;UNIMED DE MINEIROS COOPERATIVA DE TRABALHO MÉDICO 
328308;5,52181E+11;UNIMED DE MOCOCA COOPERATIVA DE TRAB. MÉDICO
309524;6,75772E+13;UNIMED DE MONTE ALTO - COOPERATIVA DE TRABALHO MÉDICO
311294;5,14275E+13;UNIMED DE OURINHOS - COOPERATIVA DE TRABALHO MÉDICO
361615;7,50035E+13;UNIMED DE PARANAGUÁ COOPERATIVA DE TRABALHO MÉDICO
320862;8,10761E+13;UNIMED DE PARANAVAÍ COOPERATIVA DE TRABALHO MÉDICO
323004;12698000165;UNIMED DE PENAPOLIS - COOPERATIVA DE TRABALHO MEDICO
342343;4,75652E+13;UNIMED DE PINDAMONHANGABA - COOPERATIVA TRABALHO MEDICO
315729;4,48039E+13;UNIMED DE PIRACICABA SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS
314242;8,40048E+11;UNIMED DE PIRASSUNUNGA COOPERATIVA DE TRABALHO MÉDICO
315796;4,4864E+13;UNIMED DE PRESIDENTE PRUDENTE COOPERATIVA DE TRAB. MÉDICO
351776;4,54674E+13;UNIMED DE REGISTRO COOPERATIVA DE TRABALHO MÉDICO
351202;4,52322E+13;UNIMED DE RIBEIRAO PRETO - COOPERATIVA DE TRABALHO MÉDICO
306126;4,46636E+13;UNIMED DE RIO CLARO SP COOPERATIVA DE TRABALHO MEDICO
369292;4,86284E+13;UNIMED DE SANTA BÁRBARA D'OESTE E AMERICANA - COOP DE TRABALHO MÉDICO
355721;5,82297E+13;UNIMED DE SANTOS COOP DE TRAB MEDICO
354619;9,61821E+13;UNIMED DE SAO JOSÉ DO RIO PARDO-COOP. DE TRAB. MÉDICO
303178;7,64911E+12;UNIMED DE SOBRAL SOCIEDADE COOPERATIVA MÉDICA LTDA
318388;7,45212E+13;UNIMED DE SÃO ROQUE - COOPERATIVA DE TRABALHO MÉDICO
361941;6037000127;UNIMED DE TATUI - COOPERATIVA DE TRABALHO MÉDICO
363286;4,51714E+13;UNIMED DE TAUBATÉ COOPERATIVA DE TRABALHO MÉDICO
364860;8,52413E+13;UNIMED DE TUBARAO - COOPERATIVA DE TRABALHO MEDICO DA REGIAO DA AMUREL
365530;5,67622E+13;UNIMED DE TUPA COOPERATIVA DE TRABALHO MÉDICO
362573;2,56865E+13;UNIMED DE UBA COOPERATIVA DE TRABALHO MEDICO
364584;3,5918E+13;UNIMED DE VOLTA REDONDA COOPERATIVA DE TRABALHO MÉDICO
319121;2,52508E+13;UNIMED DIVINOPOLIS - COOPERATIVA DE TRABALHO MEDICO LTDA
300870;4,80901E+13;UNIMED DO BRASIL - CONF. NACIONAL DAS COOPERATIVAS MÉDICAS
356123;7,5834E+12;UNIMED DO CARIRI - SOCIEDADE COOPERATIVA MÉDICA LTDA
321958;1,03954E+13;UNIMED DO CEARÁ - FEDERAÇÃO DAS SOCIEDADES COOPERATIVAS MÉDICAS DO ESTADO DO CEARÁ LTDA.
312363;3,14328E+13;UNIMED DO EST. DO RJ FEDERAÇÃO EST. DAS COOPERATIVAS MÉDICAS
355691;7,65909E+13;UNIMED DO ESTADO DE SANTA CATARINA FED. EST. DAS COOP. MÉD.
319996;4,36431E+13;UNIMED DO ESTADO DE SÃO PAULO - FEDERAÇÃO ESTADUAL DAS COOP. MÉDICAS
312720;7,83394E+13;UNIMED DO ESTADO DO PARANÁ FEDERAÇÃO ESTADUAL DAS COOPERATIVAS MÉDICAS
325082;3,40631E+13;UNIMED DO OESTE DA BAHIA COOPERATIVA DE TRABALHO MÉDICO
350371;1,64156E+13;UNIMED DO SUDOESTE COOPERATIVA DE TRABALHO MEDICO LTDA
311715;7,39364E+13;UNIMED ENCOSTA DA SERRA/RS SOCIEDADE COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.
357022;8,76383E+13;UNIMED ERECHIM - COOPERATIVA DE SERVIÇOS DE SAÚDE LTDA.
340251;8,0654E+13;UNIMED EXTREMO OESTE CATARINENSE COOPERATIVA DE TRABALHO MÉDICO
346209;4,20431E+13;UNIMED EXTREMO SUL COOPERATIVA DE TRABALHO MÉDICO
328031;2,51126E+12;UNIMED FEDERAÇAO DO ESTADO DO MATO GROSSO
354783;4,53096E+13;UNIMED FRANCA - SOCIEDADE COOPERATIVA DE SERVIÇOS MÉDICOS E HOSPITALARES
336858;8,17105E+13;UNIMED FRANCISCO BELTRAO COOPERATIVA DE TRABALHO MEDICO
352179;8,76895E+13;UNIMED FRONTEIRA NOROESTE/RS - COOPERATIVA DE ASSISTÊNCIA À SAÚDE LTDA.
